,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
32,87733.184596563,87733.18706286,87733.188874397,87733.188877749,87733.189102498,87733.190837419,87735.104119278,87735.104484687,87735.104490414
33,87735.1053885,87735.107552455,87735.109814676,87735.109819425,87735.10999752,87735.111244881,87737.071463905,87737.071846983,87737.071853967
34,87737.072861913,87737.075302648,87737.077042458,87737.077045322,87737.077322521,87737.079218845,87739.331798567,87739.332154966,87739.332160134
35,87739.332721795,87739.33499603,87739.337073242,87739.337077083,87739.337217324,87739.338348051,87741.276374942,87741.276729665,87741.276735391
36,87741.277734118,87741.280072047,87741.281493243,87741.281497014,87741.281682861,87741.282728801,87743.503624224,87743.503951988,87743.503957645
37,87743.504494024,87743.506651065,87743.508679249,87743.508683649,87743.508810271,87743.509784274,87745.756525424,87745.756870858,87745.756876026
38,87745.75835498,87745.760916261,87745.76270915,87745.7627139,87745.76287188,87745.764047584,87748.753609239,87748.754116704,87748.754123827
39,87748.75460182,87748.756910415,87748.759552782,87748.759556553,87748.759794571,87748.761559035,87751.437305939,87751.43765703,87751.437663595
40,87751.438175041,87751.440588329,87751.4421344,87751.442138172,87751.442308933,87751.443446574,87753.631065602,87753.631399023,87753.63140482
41,87753.6319889,87753.634354277,87753.63640048,87753.636404251,87753.63652354,87753.637453124,87756.881769565,87756.882128408,87756.882134624
42,87756.882805447,87756.885268741,87756.886635321,87756.886639581,87756.886747974,87756.887792587,87759.768961076,87759.76935072,87759.769356377
43,87759.769834928,87759.771871562,87759.773999968,87759.77400381,87759.774174361,87759.775147317,87762.866141498,87762.866566341,87762.866574094
44,87762.867140714,87762.869700458,87762.871487272,87762.871492021,87762.871667043,87762.872965737,87766.629403876,87766.629761741,87766.629768376
45,87766.63030727,87766.632567536,87766.634702926,87766.634706767,87766.634881439,87766.635875627,87769.131790495,87769.132133066,87769.132138793
46,87769.132843209,87769.135365868,87769.136925558,87769.136928841,87769.137050085,87769.138035333,87771.433477902,87771.433826059,87771.433831716
47,87771.434374591,87771.436815536,87771.439248658,87771.439252499,87771.439403635,87771.440460121,87773.735293885,87773.735761262,87773.735767897
48,87773.736309793,87773.738349431,87773.740663754,87773.740667456,87773.740945912,87773.742123991,87775.932952214,87775.93329262,87775.93329688
49,87775.933840243,87775.936008598,87775.938148039,87775.938156071,87775.938283251,87775.939266753,87778.196863506,87778.19722682,87778.197232966
50,87778.197806849,87778.199902779,87778.202005065,87778.202009395,87778.20220481,87778.203810595,87780.468452564,87780.46882349,87780.468829147
51,87780.469455482,87780.47159185,87780.473614586,87780.473618008,87780.47373157,87780.474891909,87782.664756117,87782.66508856,87782.665094776
52,87782.665644425,87782.667977046,87782.670467089,87782.670471838,87782.670594898,87782.672025173,87784.842200631,87784.842599284,87784.842605569
53,87784.843138806,87784.845077174,87784.847148659,87784.847152431,87784.847299865,87784.848349995,87787.051338872,87787.051890128,87787.051895855
54,87787.052648252,87787.0547101,87787.056781655,87787.056784938,87787.056961496,87787.058159898,87789.23356687,87789.233943941,87789.23394918
55,87789.234473546,87789.236505152,87789.238502676,87789.238507355,87789.238633209,87789.23977937,87791.561001457,87791.561367215,87791.561373291
56,87791.561887251,87791.563974032,87791.566050267,87791.566054108,87791.566173745,87791.567297907,87793.748305432,87793.748692351,87793.748698078
57,87793.749469193,87793.751730088,87793.753896976,87793.753900817,87793.754096861,87793.755233664,87795.921524423,87795.921915673,87795.921920981
58,87795.922515677,87795.924716857,87795.926728699,87795.92673247,87795.926888076,87795.928221621,87798.115718147,87798.116047657,87798.116051987
