,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
45,87900.170449317,87900.172539031,87900.174114017,87900.174118347,87900.174234283,87900.175176648,87902.330773766,87902.331152095,87902.33115831
46,87902.331710544,87902.333779794,87902.33540297,87902.335406322,87902.335533433,87902.336607099,87904.515900236,87904.516250838,87904.516256565
47,87904.51679497,87904.518874557,87904.52045925,87904.520462533,87904.52057365,87904.521570282,87906.767366273,87906.767727421,87906.767733078
48,87906.76828573,87906.770661164,87906.772294676,87906.772301241,87906.772421996,87906.773267632,87908.915233313,87908.915619813,87908.915625051
49,87908.91619677,87908.918495519,87908.920298954,87908.920303284,87908.920436401,87908.921538283,87911.133538751,87911.13389927,87911.133905137
50,87911.134445567,87911.136525573,87911.138239891,87911.138243174,87911.1383809,87911.139406865,87913.295742482,87913.296235071,87913.296242753
51,87913.297138255,87913.299448806,87913.301240998,87913.30124435,87913.301374464,87913.302491013,87915.892883148,87915.893280474,87915.893285781
52,87915.894049773,87915.896181252,87915.898114871,87915.89811969,87915.898280464,87915.899229045,87918.507992309,87918.508384257,87918.508398993
53,87918.508984611,87918.511780976,87918.513483282,87918.513486634,87918.513607948,87918.51467484,87920.833757905,87920.834096704,87920.834102431
54,87920.834735191,87920.837220415,87920.838907774,87920.838911546,87920.839048364,87920.84003431,87922.707678607,87922.708070346,87922.708076143
55,87922.708660852,87922.710820896,87922.712549811,87922.712553652,87922.712715614,87922.713673064,87925.077564539,87925.078066207,87925.078073401
56,87925.078764757,87925.081083969,87925.082742554,87925.082746745,87925.082879652,87925.083796176,87927.197645738,87927.198035241,87927.198041876
57,87927.198608706,87927.200843689,87927.202595093,87927.202598935,87927.202736661,87927.203612398,87929.130047072,87929.13044335,87929.130449077
58,87929.131038117,87929.133281341,87929.135014587,87929.135018847,87929.135157551,87929.136084761,87931.130947388,87931.131347647,87931.131353374
