,Post-Barrier-Probabilities,Pre-Barrier-Probabilities,Intra-Barrier-Probabilities,Total-Probability,Time,spatialStep,temporalStep,courantNumber,pointCount,barrierStart,barrierWidth,potentialHeight,packetStartX,packetStartY,packetStandardDeviation,packetWaveNumber,backend
115,0.029168609348450655,0.7993936372615517,0.17143775338999748,0.9999999999999998,0.002875,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
116,0.030799066737444765,0.7943864968116756,0.17481443645087957,1.0,0.0029000000000000002,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
117,0.03249153084809503,0.7893690223786701,0.17813944677323482,1.0,0.002925,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
118,0.034246568691585946,0.7843443196539882,0.1814091116544259,1.0,0.00295,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
119,0.03606466177537868,0.7793154495041696,0.1846198887204518,1.0,0.002975,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
120,0.037946236854904655,0.7742853895692999,0.18776837357579554,1.0,0.003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
121,0.039891595310151996,0.7692570797839875,0.19085132490586051,1.0,0.0030250000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
122,0.041900920511768566,0.7642334098573627,0.19386566963086896,1.0000000000000002,0.00305,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
123,0.04397432649974314,0.7592171804572974,0.19680849304295936,0.9999999999999999,0.003075,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
124,0.04611193067835936,0.7542110543131918,0.19967701500844914,1.0000000000000002,0.0031000000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
125,0.04831363024285875,0.7492177535450977,0.20246861621204346,0.9999999999999999,0.003125,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
126,0.050579186795441426,0.7442400346026882,0.20518077860187073,1.0000000000000004,0.00315,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
127,0.05290834819900041,0.739280480187919,0.2078111716130807,1.0,0.0031750000000000003,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
128,0.05530098594371179,0.7343413811872654,0.2103576328690228,1.0,0.0032,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
129,0.05775652525108736,0.7294252696739462,0.2128182050749668,1.0000000000000004,0.003225,0.01,2.5e-05,1.0,100,0.5,0.1,20000,0.8,0.5,0.05,47.12388980384689,numpy
