,"Starting ""Step""",Created knownStepMatrix,Created unknownStepMatrix,"Started ""Compute""",Reshaped Wave Function,Matrix Multiplication,Fine Grain: sparse.csr_matrix,Fine Grain: Solve for nextWaveFunction,Fine Grain: Reshape nextWaveFunction,Solved For Independant Terms and Reshaped,"Appended Wave Function and Finished ""Compute""","Computed and Finished ""Step"""
14,74169.286770014,74169.288664382,74169.289676588,74169.289680848,74169.289836803,74169.294710309,74169.29658135,74182.775795734,74182.77583729,74182.775840642,74182.77621946,74182.77625892
15,74182.777489728,74182.779455963,74182.780500854,74182.780504695,74182.780601565,74182.78327452,74182.785250253,74196.107879889,74196.107922283,74196.107925007,74196.108264643,74196.108307526
16,74196.109519058,74196.111520771,74196.112517682,74196.112522571,74196.112692215,74196.115454497,74196.117320439,74209.576825139,74209.576868371,74209.576871653,74209.577192922,74209.577234827
17,74209.578304791,74209.580294911,74209.581263675,74209.581268495,74209.581366342,74209.585148093,74209.587018156,74223.224061099,74223.224099581,74223.224102445,74223.224424552,74223.224464989
18,74223.225638388,74223.22757955,74223.228566683,74223.228571921,74223.228692396,74223.231379111,74223.233191625,74236.754270401,74236.754312864,74236.754316147,74236.754623727,74236.754668914
19,74236.755782669,74236.757717474,74236.758789464,74236.758794213,74236.758893388,74236.761614603,74236.763609402,74250.394074927,74250.394114737,74250.39411767,74250.394423853,74250.394463942
20,74250.395673588,74250.397462496,74250.398396899,74250.398401229,74250.398496632,74250.402281806,74250.404217868,74264.124425819,74264.124466886,74264.12446933,74264.124766923,74264.12480743
21,74264.12597608,74264.127484995,74264.12889753,74264.128902209,74264.129028133,74264.131672314,74264.133550478,74277.712099682,74277.712139282,74277.712142076,74277.712434361,74277.71247438
22,74277.713547138,74277.715602838,74277.7165818,74277.716586479,74277.716684675,74277.719443885,74277.721300608,74291.247575556,74291.247618788,74291.247621721,74291.247928812,74291.247994462
23,74291.249253417,74291.250663297,74291.252262168,74291.25226985,74291.252368675,74291.255881259,74291.257793437,74304.692728416,74304.692768085,74304.692771019,74304.693093963,74304.693133843
24,74304.694217985,74304.696172625,74304.697116038,74304.697120438,74304.697218285,74304.699899063,74304.701730155,74318.260464344,74318.260503944,74318.260507157,74318.260801746,74318.260865302
25,74318.262018586,74318.263861132,74318.264857973,74318.264861325,74318.265127908,74318.267552439,74318.269425925,74331.846643191,74331.846681324,74331.84668328,74331.847030878,74331.847070967
26,74331.848116906,74331.849581193,74331.851015658,74331.851019988,74331.851129079,74331.854902659,74331.856706164,74345.297011358,74345.297049981,74345.297052425,74345.297356932,74345.297398487
27,74345.298516502,74345.300409194,74345.301472244,74345.301476504,74345.301632459,74345.304214901,74345.306009186,74358.847294995,74358.847332709,74358.847335991,74358.84763505,74358.847676606
28,74358.848788335,74358.850309822,74358.851785283,74358.851789055,74358.851886273,74358.854554759,74358.856325718,74372.395718974,74372.395757666,74372.39576011,74372.396081588,74372.396122515
29,74372.397251984,74372.399202714,74372.400220228,74372.400224418,74372.400332741,74372.404005122,74372.405880982,74385.77364252,74385.773681002,74385.773683377,74385.773999198,74385.774040754
30,74385.775103035,74385.777080374,74385.778040549,74385.77804439,74385.778146078,74385.780760787,74385.7826085,74399.437187615,74399.437226796,74399.43722924,74399.43752781,74399.437568318
31,74399.438919183,74399.440146988,74399.441106185,74399.441110515,74399.441210108,74399.443832848,74399.44567239,74412.992865562,74412.992906,74412.992908863,74412.993225103,74412.993266938
32,74412.994304985,74412.996425987,74412.997462358,74412.997477234,74412.997638776,74413.001105335,74413.002984757,74426.554125971,74426.554166409,74426.554169272,74426.554471265,74426.55451282
33,74426.555602619,74426.55701264,74426.558531403,74426.558536152,74426.558633301,74426.561356891,74426.563157741,74440.07757564,74440.077614262,74440.077616637,74440.077921353,74440.077983232
34,74440.079061019,74440.080578874,74440.082111744,74440.082116424,74440.082225166,74440.084755367,74440.086583805,74453.606270021,74453.606308852,74453.606311297,74453.606608331,74453.606649746
35,74453.607758752,74453.60965284,74453.610666513,74453.610670773,74453.61076897,74453.614525928,74453.616329083,74467.227823622,74467.227864549,74467.227866924,74467.228191335,74467.228232332
36,74467.229382194,74467.231230956,74467.232192038,74467.23219581,74467.232337238,74467.23495027,74467.236778498,74480.824205334,74480.824245213,74480.824247657,74480.824565783,74480.824605034
37,74480.825692528,74480.827467747,74480.828451667,74480.828456487,74480.828554054,74480.83118287,74480.832989518,74494.410918045,74494.410974337,74494.410976641,74494.411286386,74494.411329199
38,74494.412444281,74494.413899418,74494.415404352,74494.415408683,74494.415507508,74494.41913505,74494.421050091,74508.058822872,74508.058861913,74508.058864218,74508.059181715,74508.059222712
39,74508.060394295,74508.062274345,74508.063205186,74508.063211821,74508.063375179,74508.065888408,74508.067664465,74521.62756954,74521.627608232,74521.627611026,74521.627981672,74521.62802204
40,74521.629194112,74521.630641916,74521.632119403,74521.632124571,74521.632233174,74521.634728873,74521.63672479,74535.20975774,74535.209796502,74535.209800274,74535.210142215,74535.210181955
41,74535.211262186,74535.21272745,74535.214209547,74535.214214366,74535.214311445,74535.218050942,74535.219849488,74548.819174998,74548.819217043,74548.819219976,74548.819519664,74548.819560172
42,74548.820635304,74548.822049655,74548.823556405,74548.823560665,74548.823657325,74548.826249055,74548.828086503,74562.341811928,74562.341851947,74562.34185488,74562.342171609,74562.342211977
43,74562.343376017,74562.34524175,74562.346241106,74562.346245436,74562.346413613,74562.34901114,74562.350823794,74575.946254829,74575.94629394,74575.946296734,74575.946594256,74575.946633577
44,74575.947695789,74575.949585547,74575.950551309,74575.950555988,74575.950652509,74575.954489923,74575.956291123,74589.506536626,74589.506576645,74589.506579997,74589.506877311,74589.50691691
45,74589.50833615,74589.509695605,74589.510642789,74589.510647049,74589.510742452,74589.513464855,74589.515377032,74603.10481487,74603.104853422,74603.104856286,74603.105178462,74603.105218551
46,74603.106341385,74603.108181556,74603.109112677,74603.109117496,74603.109292867,74603.112005352,74603.113769606,74616.739927756,74616.739981115,74616.73998307,74616.74029086,74616.740329831
47,74616.741437859,74616.743309319,74616.744285207,74616.744288559,74616.744426705,74616.748159288,74616.750104221,74630.244593265,74630.244633423,74630.244636217,74630.244930946,74630.244990171
48,74630.246122504,74630.248069392,74630.249013293,74630.249017553,74630.249169388,74630.251745963,74630.253584178,74643.845179056,74643.845219494,74643.845222357,74643.84551548,74643.845555569
49,74643.846681755,74643.848541412,74643.849484475,74643.849488247,74643.849584977,74643.852334268,74643.854162846,74657.426554307,74657.426592859,74657.426595723,74657.426912941,74657.426983201
50,74657.428125032,74657.429585617,74657.431115135,74657.431119395,74657.431218151,74657.434856029,74657.436724207,74671.003757326,74671.003796436,74671.003798881,74671.004121896,74671.0041638
51,74671.005344882,74671.007255522,74671.008234205,74671.008237976,74671.008335265,74671.011022817,74671.012792658,74684.872629217,74684.872668188,74684.872671051,74684.872991342,74684.873033037
52,74684.874106983,74684.875699707,74684.877131029,74684.877135848,74684.877264565,74684.87979267,74684.881584861,74698.491115471,74698.491156537,74698.49115947,74698.491461742,74698.491502809
53,74698.492637655,74698.494530138,74698.495518178,74698.495522369,74698.495691035,74698.499354825,74698.501255269,74712.059500153,74712.059538635,74712.059541917,74712.059842932,74712.059885396
54,74712.061042871,74712.063027683,74712.064006155,74712.064009927,74712.064141368,74712.066778006,74712.068666297,74725.592354334,74725.592394562,74725.592396937,74725.592701863,74725.592744675
55,74725.593809332,74725.595311123,74725.596748731,74725.59675355,74725.596849721,74725.599480562,74725.60128274,74738.982809314,74738.982851429,74738.982853803,74738.983215789,74738.983259021
56,74738.98434882,74738.985915773,74738.987464987,74738.987469736,74738.987569329,74738.991085615,74738.992923691,74752.355967538,74752.35600616,74752.356009513,74752.356310667,74752.356352502
57,74752.357456549,74752.359290713,74752.360248932,74752.360253612,74752.36035097,74752.363095862,74752.364917804,74765.904288083,74765.904325867,74765.90432873,74765.904629675,74765.904672139
58,74765.905790643,74765.907788166,74765.908800721,74765.908805609,74765.90890192,74765.911579834,74765.913420425,74779.273601978,74779.273645,74779.273647933,74779.273984078,74779.274028287
